ID_Equipo,Fecha_Servicio,Ciudad,Sector_Industrial,Magnitud,Tipo_Instrumento,Temp_Ambiente_C,Humedad_Relativa_perc,Presion_Barometrica_hPa,Incertidumbre,Error_Encontrado,Dias_Desde_Ultima_Calibracion,Estado_Final
EQ-7107-0389,2026-01-16,Guayaquil,Alimentos,Volumen,Pipeta de pistón,28.5,81.1,1010.4,0.008,0.012,431.0,Cumple
EQ-9957-0390,2025-11-06,Guayaquil,Alimentos,Temperatura,Termómetro digital,22.0,69.5,1011.3,0.02,0.12,394.0,Cumple
EQ-5342-0391,2026-04-28,Quito,Alimentos,Volumen,Pipeta de pistón,15.0,57.9,738.3,0.008,0.019,392.0,Cumple
EQ-3260-0392,2026-05-28,Quito,Farmacéutico,Presión,Transmisor de presión,18.3,56.5,732.4,0.11,0.32,431.0,No Cumple
EQ-2650-0393,2026-02-27,Quito,Farmacéutico,Temperatura,Estufa de incubación,16.5,58.1,734.2,0.04,0.20,335.0,Cumple
EQ-1300-0394,2026-01-02,Manta,Alimentos,Temperatura,Estufa de incubación,26.9,74.7,1013.3,0.05,0.21,388.0,Cumple
EQ-9739-0395,2025-10-06,Quito,Manufactura,Masa,Balanza industrial,16.0,50.3,735.4,0.024,0.021,349.0,Cumple
EQ-4557-0396,2025-10-05,Quito,Manufactura,Presión,Vacuómetro,15.5,51.3,735.9,0.13,0.55,477.0,No Cumple
EQ-6025-0397,2025-09-30,Quito,Alimentos,Masa,Balanza analítica,15.6,54.6,728.7,0.030,0.236,1121.0,No Cumple
EQ-1731-0398,2026-01-01,Quito,Alimentos,Volumen,Bureta digital,19.2,57.4,734.7,0.009,0.011,357.0,Cumple
EQ-7443-0399,2026-02-28,Quito,Alimentos,Presión,Vacuómetro,16.6,58.0,742.1,0.12,0.41,493.0,Cumple
EQ-7235-0400,2025-08-03,Cuenca,Manufactura,Presión,Transmisor de presión,14.8,66.7,751.9,0.12,0.34,334.0,No Cumple
EQ-9830-0401,2026-05-24,Cuenca,Manufactura,Presión,Vacuómetro,13.4,61.1,750.5,0.12,0.44,341.0,No Cumple
EQ-9463-0402,2026-05-01,Quito,Petrolero,Presión,Transmisor de presión,17.7,54.5,734.9,0.13,0.63,501.0,No Cumple
EQ-3589-0403,2025-09-08,Quito,Alimentos,Temperatura,Termómetro digital,18.0,49.0,735.6,0.04,0.24,340.0,Cumple
EQ-9335-0404,2026-05-16,Quito,Manufactura,Masa,Balanza industrial,17.6,56.3,737.2,0.032,0.037,718.0,Cumple
EQ-2719-0405,2025-11-24,Guayaquil,Manufactura,Volumen,Bureta digital,26.5,79.6,1010.5,0.008,0.010,386.0,Cumple
EQ-2401-0406,2026-03-31,Quito,Manufactura,Presión,Vacuómetro,15.3,49.2,733.6,0.13,0.29,341.0,Cumple
EQ-3324-0407,2025-07-26,Quito,Petrolero,Presión,Manómetro analógico,18.2,53.8,734.8,0.10,0.44,346.0,No Cumple
EQ-7376-0408,2026-04-11,Guayaquil,Alimentos,Volumen,Bureta digital,23.3,82.2,1009.8,0.008,0.009,380.0,Cumple
EQ-6465-0409,2025-12-24,Quito,Petrolero,Presión,Transmisor de presión,16.0,54.0,734.5,0.11,0.26,347.0,Cumple
EQ-9970-0410,2025-10-24,Quito,Alimentos,Volumen,Pipeta de pistón,16.6,70.8,737.6,0.008,0.013,365.0,No Cumple
EQ-5283-0411,2025-11-19,Guayaquil,Manufactura,Volumen,Pipeta de pistón,27.4,68.8,1010.8,0.008,0.016,369.0,Cumple
EQ-6085-0412,2026-02-28,Quito,Manufactura,Volumen,Matraz aforado,,,,0.008,0.014,,Cumple
EQ-1681-0413,2026-05-22,Guayaquil,Alimentos,Volumen,Bureta digital,27.8,75.7,1014.4,0.007,0.013,341.0,Cumple
EQ-4109-0414,2025-07-18,Guayaquil,Manufactura,Masa,Balanza industrial,26.7,75.0,1016.9,0.028,0.049,502.0,No Cumple
EQ-3657-0415,2025-12-04,Quito,Alimentos,Presión,Manómetro analógico,17.0,53.3,730.8,0.10,0.36,331.0,Cumple
EQ-5799-0416,2025-09-16,Manta,Petrolero,Temperatura,Termómetro digital,25.0,73.7,1010.1,0.05,0.27,393.0,Cumple
EQ-5838-0417,2025-11-15,Manta,Alimentos,Masa,Balanza de precisión,22.2,71.8,1011.7,0.027,0.040,547.0,Cumple
EQ-9866-0418,18/02/2026,Manta,Manufactura,Volumen,Pipeta de pistón,27.8,73.5,1012.5,0.008,0.016,431.0,Cumple
EQ-5678-0419,2026-01-18,Quito,Alimentos,Volumen,Pipeta de pistón,18.7,42.9,731.3,0.008,0.020,341.0,Cumple
EQ-6852-0420,2026-07-01,Guayaquil,Manufactura,Volumen,Bureta digital,24.4,83.2,1009.4,0.008,0.010,330.0,Cumple
EQ-3195-0421,2025-08-22,Quito,Alimentos,Volumen,Pipeta de pistón,13.5,59.7,733.1,0.009,0.010,262.0,Cumple
EQ-7367-0422,2025-10-15,Cuenca,Manufactura,Masa,Balanza de precisión,14.4,56.1,747.2,0.024,0.017,523.0,Cumple
EQ-4091-0423,2025-12-05,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,27.1,81.8,1014.1,0.009,0.012,314.0,Cumple
EQ-1154-0424,2025-09-02,Guayaquil,Manufactura,Masa,Balanza analítica,22.8,79.2,1014.4,0.023,0.110,392.0,No Cumple
EQ-8864-0425,2025-11-10,Guayaquil,Alimentos,Temperatura,Estufa de incubación,25.5,78.9,1010.9,0.04,0.29,470.0,Cumple
EQ-7924-0426,2026-06-13,Quito,Manufactura,Temperatura,Termocupla,15.5,45.5,740.7,0.06,0.17,334.0,Cumple
EQ-6827-0427,2026-01-29,Cuenca,Manufactura,Presión,Manómetro analógico,14.3,65.0,745.2,0.12,0.60,324.0,No Cumple
EQ-9804-0428,2025-08-06,Quito,Manufactura,Volumen,Bureta digital,17.1,53.2,730.3,0.008,0.015,365.0,Cumple
EQ-3799-0429,2026-03-03,Quito,Alimentos,Presión,Transmisor de presión,17.6,51.3,732.1,0.10,0.28,345.0,Cumple
EQ-9457-0430,2025-12-09,Manta,Manufactura,Volumen,Pipeta de pistón,24.4,71.6,1010.9,0.010,0.034,425.0,No Cumple
EQ-1483-0431,2025-11-23,Manta,Manufactura,Volumen,Matraz aforado,26.1,73.1,1009.3,0.007,0.011,314.0,Cumple
EQ-3942-0432,2025-11-30,Guayaquil,Alimentos,Masa,Balanza analítica,29.5,84.7,1010.2,0.030,0.057,454.0,No Cumple
EQ-6155-0433,2025-09-06,Quito,Farmacéutico,Volumen,Matraz aforado,12.6,56.9,733.3,0.008,0.021,600.0,Cumple
EQ-9832-0434,2026-06-25,Cuenca,Farmacéutico,Presión,Vacuómetro,15.1,57.0,753.5,0.11,0.27,373.0,Cumple
EQ-3371-0435,2025.07.25,Guayaquil,Farmacéutico,Masa,Balanza analítica,24.9,80.2,1013.2,0.028,0.086,374.0,No Cumple
EQ-3685-0436,2025-08-04,Quito,Farmacéutico,Masa,Balanza industrial,18.7,54.1,733.1,0.025,0.018,302.0,Cumple
EQ-1465-0437,2025-11-27,Quito,Farmacéutico,Temperatura,Estufa de incubación,15.8,60.9,739.2,0.03,0.22,363.0,Cumple
EQ-2911-0438,2026-02-08,Quito,Manufactura,Presión,Transmisor de presión,19.2,52.9,735.0,0.10,0.78,695.0,No Cumple
EQ-9437-0439,2025-08-16,Quito,Petrolero,Temperatura,Termómetro digital,17.2,55.5,739.5,0.06,0.33,465.0,Cumple
EQ-1032-0440,2025-10-12,Guayaquil,Manufactura,Masa,Balanza de precisión,29.2,81.7,1011.7,0.026,0.031,310.0,Cumple
EQ-7136-0441,2026-05-31,Cuenca,Alimentos,Volumen,Matraz aforado,14.7,59.4,751.0,0.007,0.008,312.0,Cumple
EQ-2042-0442,2025-10-12,Guayaquil,Manufactura,Volumen,Bureta digital,30.1,81.3,1010.0,0.007,0.011,352.0,Cumple
EQ-7029-0443,2026-04-03,Quito,Petrolero,Presión,Manómetro analógico,15.4,53.5,739.1,0.14,0.27,324.0,Cumple
EQ-5958-0444,2025-07-06,Cuenca,Manufactura,Masa,Balanza industrial,15.9,64.7,748.9,0.030,0.022,347.0,Cumple
EQ-4542-0445,2025-07-16,Quito,Alimentos,Temperatura,Termómetro digital,14.4,53.8,736.8,0.03,0.25,402.0,Cumple
EQ-9718-0446,2025-12-09,Quito,Manufactura,Masa,Balanza analítica,18.5,57.8,737.6,0.029,0.016,355.0,Cumple
EQ-3526-0447,2025-10-12,Guayaquil,Manufactura,Temperatura,Termocupla,25.7,76.7,1012.2,0.06,0.19,363.0,Cumple
EQ-5065-0448,2025-07-15,Cuenca,Manufactura,Volumen,Pipeta de pistón,14.5,61.6,750.8,0.009,0.012,335.0,Cumple
EQ-3072-0449,2026-05-17,Quito,Alimentos,Temperatura,Termocupla,14.8,62.6,732.2,0.05,0.22,347.0,Cumple
EQ-2741-0450,2025-12-11,Guayaquil,Manufactura,Volumen,Bureta digital,28.5,75.5,1012.2,0.009,0.014,365.0,Cumple
EQ-6345-0451,2025-08-18,Cuenca,Alimentos,Masa,Balanza de precisión,14.9,51.4,750.8,0.025,0.044,850.0,No Cumple
EQ-8939-0452,2025-11-07,Cuenca,Alimentos,Presión,Vacuómetro,13.6,48.0,753.1,0.12,0.36,365.0,No Cumple
EQ-2759-0453,2026-03-13,Cuenca,Manufactura,Masa,Balanza analítica,14.1,51.2,756.9,0.024,0.018,331.0,Cumple
EQ-2198-0454,2026-03-24,Quito,Petrolero,Volumen,Bureta digital,18.0,53.1,732.6,0.009,0.024,382.0,Cumple
EQ-7245-0455,2026-01-27,Quito,Farmacéutico,Volumen,Matraz aforado,17.3,43.1,731.8,0.007,0.015,323.0,Cumple
EQ-5301-0456,2026-06-15,Quito,Petrolero,Volumen,Matraz aforado,15.7,56.2,738.6,0.008,0.010,376.0,Cumple
EQ-5939-0457,2025-12-19,Quito,Manufactura,Masa,Balanza industrial,17.0,56.7,732.3,0.025,0.014,326.0,Cumple
EQ-2925-0458,2026-04-03,Quito,Alimentos,Masa,Balanza analítica,15.9,62.6,736.2,0.027,0.017,395.0,Cumple
EQ-6698-0459,2026-05-12,Manta,Alimentos,Volumen,Pipeta de pistón,24.2,76.0,1010.4,0.009,0.026,412.0,Cumple
EQ-8772-0460,2025-10-21,Cuenca,Farmacéutico,Presión,Vacuómetro,15.3,57.1,755.1,0.16,0.46,367.0,No Cumple
EQ-9171-0461,2025-07-22,Cuenca,Alimentos,Temperatura,Termocupla,13.5,59.6,750.6,0.05,0.18,349.0,Cumple
EQ-2981-0462,2025-12-31,Guayaquil,Manufactura,Volumen,Pipeta de pistón,29.4,72.8,1010.8,0.009,0.031,998.0,No Cumple
EQ-9502-0463,2026-06-12,Quito,Petrolero,Temperatura,Estufa de incubación,16.6,60.5,743.2,0.05,0.25,361.0,Cumple
EQ-5047-0464,2026-04-21,Cuenca,Alimentos,Temperatura,Estufa de incubación,14.2,59.0,755.7,0.03,0.15,325.0,Cumple
EQ-6876-0465,2026-03-10,Quito,Manufactura,Temperatura,Termómetro digital,16.7,49.8,736.8,0.06,0.15,350.0,Cumple
EQ-8470-0466,2026-06-16,Quito,Petrolero,Presión,Transmisor de presión,16.7,50.7,737.4,0.12,1.64,379.0,No Cumple
EQ-6654-0467,2026-03-08,Cuenca,Manufactura,Presión,Vacuómetro,15.8,58.0,753.2,0.12,0.66,586.0,No Cumple
EQ-2352-0468,2026-06-19,Guayaquil,Alimentos,Volumen,Matraz aforado,23.4,77.4,1012.1,0.008,0.015,348.0,Cumple
EQ-2131-0469,2026-02-05,Quito,Farmacéutico,Presión,Vacuómetro,18.9,51.2,736.8,0.12,0.67,795.0,No Cumple
EQ-2439-0470,2025-08-01,Quito,Farmacéutico,Temperatura,Termocupla,17.4,59.7,737.2,0.05,0.17,353.0,Cumple
EQ-9107-0471,2026-05-17,Guayaquil,Manufactura,Temperatura,Termómetro digital,27.6,76.5,1013.5,0.05,0.14,319.0,Cumple
EQ-6112-0472,2026-05-30,Guayaquil,Alimentos,Masa,Balanza analítica,28.2,83.7,1009.8,0.023,0.456,763.0,No Cumple
EQ-5346-0473,2025-12-23,Cuenca,Manufactura,Volumen,Matraz aforado,14.2,61.5,751.1,0.008,0.011,322.0,Cumple
EQ-4703-0474,2026-01-02,Quito,Manufactura,Presión,Transmisor de presión,17.3,50.8,732.4,0.11,0.23,333.0,Cumple
EQ-3758-0475,2025-10-12,Guayaquil,Farmacéutico,Masa,Balanza industrial,26.5,86.0,1010.6,0.023,0.048,403.0,Cumple
EQ-6324-0476,2026-04-04,Guayaquil,Farmacéutico,Presión,Vacuómetro,23.3,77.9,1012.3,0.08,0.10,354.0,Cumple
EQ-8087-0477,2025-11-08,Quito,Alimentos,Volumen,Pipeta de pistón,17.5,42.4,728.1,0.006,0.020,384.0,Cumple
EQ-9294-0478,2026-04-11,Quito,Alimentos,Presión,Manómetro analógico,18.2,49.1,738.3,0.11,0.29,371.0,Cumple
EQ-6434-0479,2026-05-21,Quito,Petrolero,Volumen,Bureta digital,16.1,55.3,732.1,0.008,0.012,378.0,No Cumple
EQ-6287-0480,2026-03-26,Manta,Alimentos,Presión,Transmisor de presión,25.1,63.9,1010.9,0.07,0.25,375.0,Cumple
EQ-9080-0481,2025-12-24,Guayaquil,Farmacéutico,Masa,Balanza industrial,26.9,80.0,1010.9,0.034,0.044,435.0,No Cumple
EQ-7603-0482,2026-01-23,Quito,Petrolero,Volumen,Pipeta de pistón,17.5,64.4,736.1,0.008,0.020,564.0,Cumple
EQ-6139-0483,2026-04-02,Guayaquil,Alimentos,Masa,Balanza de precisión,24.9,78.6,1010.6,0.023,0.049,350.0,Cumple
EQ-3895-0484,2025-08-11,Quito,Farmacéutico,Presión,Manómetro analógico,19.0,54.9,733.1,0.10,0.55,448.0,No Cumple
EQ-4219-0485,2026-05-22,Guayaquil,Alimentos,Presión,Manómetro analógico,24.7,71.1,1013.3,0.12,0.26,520.0,Cumple
EQ-8585-0486,2026-05-28,Cuenca,Alimentos,Presión,Vacuómetro,13.4,62.0,752.6,0.14,0.37,326.0,Cumple
EQ-4607-0487,2025-07-11,Quito,Farmacéutico,Presión,Manómetro analógico,16.8,52.8,739.5,0.12,0.52,385.0,No Cumple
EQ-6710-0488,2026-02-07,Cuenca,Manufactura,Presión,Manómetro analógico,15.1,62.2,749.4,0.11,0.54,507.0,No Cumple
EQ-6736-0489,2026-02-24,Guayaquil,Alimentos,Presión,Vacuómetro,30.4,78.2,1013.2,0.12,0.20,346.0,Cumple
EQ-7712-0490,2026-06-15,Guayaquil,Alimentos,Temperatura,Termómetro digital,28.6,72.8,1012.1,0.03,0.13,369.0,Cumple
EQ-7252-0491,2025-07-27,Manta,Alimentos,Temperatura,Termocupla,28.5,65.5,1010.7,0.08,0.33,531.0,Cumple
EQ-4487-0492,2026-05-26,Quito,Alimentos,Temperatura,Termocupla,17.8,57.2,737.4,0.05,0.10,326.0,Cumple
EQ-3529-0493,2026-05-03,Guayaquil,Alimentos,Presión,Vacuómetro,25.3,78.2,1012.4,0.10,0.13,374.0,Cumple
EQ-8236-0494,2025-07-21,Guayaquil,Alimentos,Presión,Manómetro analógico,27.5,72.8,1011.3,0.12,0.37,938.0,No Cumple
EQ-3090-0495,2026-02-27,Guayaquil,Alimentos,Masa,Balanza analítica,26.5,71.1,1013.9,0.024,0.014,380.0,Cumple
EQ-8066-0496,2025-09-13,Guayaquil,Manufactura,Masa,Balanza de precisión,22.9,78.8,1014.7,0.022,0.071,458.0,No Cumple
EQ-5384-0497,2026-06-03,Quito,Petrolero,Masa,Balanza analítica,18.0,54.8,732.2,0.033,0.021,420.0,Cumple
EQ-6389-0498,2026-02-28,Quito,Alimentos,Presión,Transmisor de presión,17.0,52.7,733.2,0.10,0.73,585.0,No Cumple
EQ-2930-0499,2026-01-23,Cuenca,Manufactura,Temperatura,Estufa de incubación,14.6,58.4,748.7,0.03,0.18,389.0,Cumple
EQ-6243-0500,2025-08-31,Quito,Farmacéutico,Presión,Manómetro analógico,14.9,56.1,734.8,0.14,0.35,381.0,Cumple
EQ-5365-0501,2026-07-01,Manta,Petrolero,Presión,Manómetro analógico,26.6,81.5,1013.8,0.10,0.18,336.0,Cumple
EQ-8281-0502,2026-05-27,Manta,Manufactura,Volumen,Pipeta de pistón,27.4,77.2,1012.2,0.008,0.021,360.0,Cumple
EQ-5319-0503,2025-12-30,Guayaquil,Farmacéutico,Presión,Manómetro analógico,25.8,78.0,1009.3,0.13,0.12,361.0,Cumple
EQ-3381-0504,2025-09-01,Guayaquil,Manufactura,Temperatura,Termocupla,25.2,84.3,1013.7,0.04,0.13,281.0,Cumple
EQ-9931-0505,2025-11-13,Quito,Alimentos,Temperatura,Termocupla,16.9,56.4,732.7,0.05,0.25,441.0,Cumple
EQ-5393-0506,2025-08-30,Cuenca,Manufactura,Presión,Transmisor de presión,16.1,63.0,750.3,0.14,0.77,1019.0,No Cumple
EQ-4838-0507,2025-11-02,Guayaquil,Alimentos,Temperatura,Estufa de incubación,24.3,77.8,1015.2,0.05,0.17,385.0,Cumple
EQ-6435-0508,2026-02-02,Guayaquil,Alimentos,Volumen,Matraz aforado,27.5,80.3,1013.0,0.009,0.008,357.0,Cumple
EQ-3350-0509,2025-10-24,Manta,Alimentos,Presión,Manómetro analógico,22.5,70.8,1012.0,0.11,0.25,465.0,Cumple
EQ-3019-0510,2026-05-27,Guayaquil,Alimentos,Presión,Transmisor de presión,27.9,77.4,1013.8,0.08,0.17,345.0,Cumple
EQ-5389-0511,2025-10-15,Quito,Farmacéutico,Temperatura,Termocupla,18.0,52.4,736.3,0.05,0.27,326.0,Cumple
EQ-5808-0512,2025-11-20,Guayaquil,Manufactura,Masa,Balanza industrial,22.4,79.2,1011.9,0.022,0.047,326.0,No Cumple
EQ-8504-0513,2025-10-18,Manta,Alimentos,Temperatura,Termocupla,24.2,71.1,1011.7,0.06,0.23,355.0,Cumple
EQ-7573-0514,2026.02.21,Quito,Alimentos,Temperatura,Termocupla,,,,0.05,0.23,,Cumple
EQ-7544-0515,2026-06-16,Quito,Manufactura,Masa,Balanza de precisión,17.2,47.7,731.0,0.025,0.023,402.0,Cumple
EQ-1355-0516,2025-07-05,Quito,Farmacéutico,Masa,Balanza industrial,19.2,57.8,739.3,0.018,0.112,334.0,No Cumple
EQ-6393-0517,2025-09-01,Cuenca,Manufactura,Volumen,Pipeta de pistón,14.5,56.0,751.3,0.008,0.013,346.0,Cumple
EQ-7711-0518,2025-07-20,Guayaquil,Manufactura,Temperatura,Termocupla,30.6,69.9,1009.5,0.05,0.33,377.0,Cumple
EQ-6518-0519,2026-03-28,Quito,Farmacéutico,Presión,Vacuómetro,13.6,48.7,734.6,0.10,0.30,343.0,Cumple
EQ-2556-0520,2026-03-01,Guayaquil,Manufactura,Temperatura,Estufa de incubación,28.5,80.9,1011.9,0.05,0.18,365.0,Cumple
EQ-9104-0521,2025-12-27,Guayaquil,Alimentos,Temperatura,Estufa de incubación,25.7,78.3,1007.8,0.05,0.19,439.0,Cumple
EQ-9952-0522,2025-09-27,Guayaquil,Alimentos,Masa,Balanza de precisión,,,,0.027,0.020,,Cumple
EQ-9465-0523,2026-01-18,Quito,Petrolero,Temperatura,Termocupla,17.3,58.9,736.7,0.05,0.28,412.0,Cumple
EQ-4439-0524,2026-05-26,Manta,Manufactura,Temperatura,Termómetro digital,24.4,72.5,1012.3,0.04,0.11,378.0,Cumple
EQ-7953-0525,2025-09-06,Manta,Petrolero,Masa,Balanza industrial,24.6,68.4,1013.6,0.023,0.025,332.0,Cumple
EQ-6769-0526,2025-10-10,Manta,Alimentos,Masa,Balanza de precisión,24.2,66.7,1008.6,0.030,0.017,375.0,Cumple
EQ-6414-0527,2026-06-25,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,26.0,82.7,1014.6,0.009,0.009,375.0,Cumple
EQ-1983-0528,2026-05-05,Quito,Manufactura,Temperatura,Estufa de incubación,,,,0.05,0.22,,Cumple
EQ-7549-0529,2025-12-02,Quito,Alimentos,Volumen,Pipeta de pistón,18.4,49.2,734.1,0.010,0.009,321.0,Cumple
EQ-3833-0530,2025-09-30,Guayaquil,Farmacéutico,Masa,Balanza de precisión,25.5,86.8,1014.5,0.028,0.055,335.0,No Cumple
EQ-1172-0531,2025-12-05,Quito,Manufactura,Presión,Transmisor de presión,17.5,64.6,736.0,0.11,0.40,368.0,No Cumple
EQ-5375-0532,2026-02-06,Guayaquil,Alimentos,Presión,Transmisor de presión,27.0,85.0,1011.8,0.10,0.18,369.0,Cumple
EQ-5131-0533,2025-11-24,Quito,Manufactura,Volumen,Bureta digital,14.4,61.1,733.9,0.008,0.012,365.0,Cumple
EQ-3139-0534,2026-02-02,Guayaquil,Petrolero,Temperatura,Termocupla,29.6,69.0,1014.4,0.05,0.28,346.0,Cumple
EQ-6472-0535,2026-02-09,Cuenca,Farmacéutico,Temperatura,Termómetro digital,15.5,58.0,749.3,0.04,0.31,356.0,Cumple
EQ-7793-0536,2026-04-11,Guayaquil,Alimentos,Volumen,Matraz aforado,27.7,77.7,1012.6,0.009,0.017,443.0,Cumple
EQ-8797-0537,2026-02-07,Guayaquil,Farmacéutico,Volumen,Pipeta de pistón,26.4,78.6,1013.5,0.009,0.021,369.0,Cumple
EQ-8912-0538,2025-10-11,Cuenca,Alimentos,Volumen,Matraz aforado,13.0,59.2,750.9,0.007,0.014,353.0,Cumple
EQ-6550-0539,2025-08-15,Quito,Manufactura,Volumen,Pipeta de pistón,15.6,64.0,732.5,0.009,0.010,317.0,Cumple
EQ-1192-0540,2026-01-20,Quito,Farmacéutico,Presión,Transmisor de presión,16.0,51.5,737.6,0.09,0.53,631.0,No Cumple
EQ-1614-0541,2026.01.09,Quito,Manufactura,Volumen,Matraz aforado,17.0,64.7,732.7,0.009,0.019,395.0,Cumple
EQ-4602-0542,2026-01-05,Guayaquil,Petrolero,Volumen,Bureta digital,24.4,77.8,1012.5,0.010,0.010,331.0,Cumple
EQ-2979-0543,2025-10-19,Cuenca,Farmacéutico,Volumen,Bureta digital,16.2,63.5,748.6,0.007,0.019,363.0,Cumple
EQ-5401-0544,2026-05-08,Manta,Manufactura,Volumen,Bureta digital,24.7,71.9,1014.2,0.008,0.008,326.0,Cumple
EQ-6351-0545,2026-04-05,Quito,Alimentos,Masa,Balanza de precisión,14.7,61.7,733.2,0.024,0.031,715.0,Cumple
EQ-1291-0546,2026.05.02,Guayaquil,Farmacéutico,Presión,Transmisor de presión,27.4,78.2,1011.9,0.13,0.19,314.0,Cumple
EQ-4427-0547,2026-04-20,Quito,Manufactura,Presión,Transmisor de presión,13.3,50.2,737.2,0.11,0.34,419.0,Cumple
EQ-8489-0548,2026-06-26,Cuenca,Manufactura,Masa,Balanza de precisión,12.5,67.7,752.7,0.027,0.020,557.0,Cumple
EQ-9436-0549,2026-03-08,Quito,Farmacéutico,Presión,Transmisor de presión,15.4,61.4,734.3,0.16,0.46,346.0,No Cumple
EQ-5536-0550,2025-11-12,Guayaquil,Farmacéutico,Presión,Transmisor de presión,,,,0.07,0.56,,No Cumple
EQ-7052-0551,2025-12-10,Quito,Alimentos,Volumen,Matraz aforado,15.5,55.0,738.2,0.007,0.012,438.0,Cumple
EQ-2294-0552,2026-07-01,Cuenca,Farmacéutico,Volumen,Pipeta de pistón,15.1,59.7,747.5,0.007,0.006,322.0,Cumple
EQ-4074-0553,2025-10-31,Quito,Farmacéutico,Temperatura,Estufa de incubación,16.6,62.4,735.0,0.06,0.27,382.0,Cumple
EQ-9830-0554,2025-12-17,Guayaquil,Alimentos,Masa,Balanza de precisión,26.6,79.0,1012.0,0.026,0.067,393.0,No Cumple
EQ-1186-0555,2026-04-08,Quito,Farmacéutico,Masa,Balanza analítica,17.7,56.8,734.3,0.027,0.013,339.0,Cumple
EQ-2566-0556,2025-08-15,Guayaquil,Alimentos,Volumen,Pipeta de pistón,23.2,85.6,1011.2,0.009,0.041,1087.0,No Cumple
EQ-3553-0557,2025-10-08,Quito,Manufactura,Temperatura,Termocupla,16.9,55.6,735.0,0.06,0.17,493.0,Cumple
EQ-6406-0558,2025-11-15,Quito,Alimentos,Masa,Balanza analítica,18.8,46.1,736.0,0.029,0.032,372.0,Cumple
EQ-4594-0559,2025-10-04,Guayaquil,Farmacéutico,Masa,Balanza analítica,25.7,76.9,1009.7,0.025,0.025,295.0,Cumple
EQ-8593-0560,2025-08-10,Quito,Alimentos,Presión,Transmisor de presión,16.9,57.8,732.0,0.14,0.31,385.0,No Cumple
EQ-4381-0561,2026-02-21,Quito,Farmacéutico,Volumen,Pipeta de pistón,17.7,55.2,735.1,0.008,0.007,320.0,Cumple
EQ-3798-0562,2025-09-29,Guayaquil,Alimentos,Volumen,Pipeta de pistón,25.8,73.3,1018.1,0.008,0.012,338.0,Cumple
EQ-6069-0563,2025-10-21,Quito,Manufactura,Temperatura,Estufa de incubación,19.4,51.4,728.3,0.05,0.11,355.0,Cumple
EQ-2380-0564,2025-10-24,Quito,Manufactura,Presión,Transmisor de presión,18.8,57.6,731.8,0.13,0.43,345.0,Cumple
EQ-7832-0565,2025-12-06,Quito,Farmacéutico,Volumen,Pipeta de pistón,16.1,52.9,736.4,0.008,0.018,310.0,Cumple
EQ-9549-0566,2026-05-15,Quito,Alimentos,Presión,Transmisor de presión,16.8,47.8,735.0,0.12,0.33,371.0,No Cumple
EQ-3183-0567,2026-01-25,Guayaquil,Petrolero,Volumen,Matraz aforado,23.9,79.5,1011.9,0.008,0.014,343.0,Cumple
EQ-2770-0568,2026-02-24,Quito,Farmacéutico,Temperatura,Termómetro digital,15.7,55.0,734.0,0.04,0.17,366.0,Cumple
EQ-1463-0569,2026-02-18,Cuenca,Manufactura,Masa,Balanza de precisión,14.5,62.2,750.6,0.023,0.024,401.0,Cumple
EQ-5438-0570,2025-07-22,Guayaquil,Alimentos,Volumen,Matraz aforado,27.9,84.1,1012.4,0.008,0.016,379.0,Cumple
EQ-7873-0571,18/11/2025,Cuenca,Manufactura,Temperatura,Termocupla,13.6,62.9,753.9,0.04,0.23,367.0,Cumple
EQ-1728-0572,2025-11-26,Guayaquil,Farmacéutico,Presión,Manómetro analógico,27.4,73.2,1012.3,0.17,0.08,363.0,Cumple
EQ-4035-0573,2026-06-21,Guayaquil,Alimentos,Volumen,Bureta digital,25.8,76.9,1012.3,0.010,0.019,616.0,Cumple
EQ-9411-0574,2025-08-16,Quito,Petrolero,Masa,Balanza industrial,16.3,54.5,731.6,0.020,0.023,572.0,Cumple
EQ-4790-0575,2026-05-19,Quito,Manufactura,Masa,Balanza de precisión,18.3,51.1,737.9,0.024,0.011,329.0,Cumple
EQ-8713-0576,2025-07-24,Quito,Manufactura,Masa,Balanza de precisión,16.7,59.1,731.6,0.029,0.025,319.0,Cumple
EQ-6591-0577,2025-11-19,Manta,Alimentos,Volumen,Pipeta de pistón,23.9,73.5,1010.5,0.010,0.020,464.0,Cumple
EQ-6628-0578,2026-02-23,Manta,Manufactura,Presión,Vacuómetro,24.6,69.5,1011.4,0.13,0.16,350.0,Cumple
EQ-6692-0579,2025-12-20,Quito,Petrolero,Temperatura,Termocupla,16.2,54.0,733.3,0.07,0.20,535.0,Cumple
EQ-6207-0580,2026-06-22,Manta,Alimentos,Volumen,Matraz aforado,25.7,76.2,1009.9,0.006,0.016,313.0,Cumple
EQ-8859-0581,2025-08-04,Quito,Alimentos,Temperatura,Estufa de incubación,17.9,51.6,732.1,0.06,0.17,371.0,Cumple
EQ-5183-0582,2026-01-15,Guayaquil,Manufactura,Temperatura,Termómetro digital,26.5,76.9,1014.8,0.05,0.26,599.0,Cumple
EQ-9000-0583,2026-03-26,Guayaquil,Manufactura,Presión,Transmisor de presión,23.9,73.9,1011.3,0.08,0.18,471.0,Cumple
